ReceiptId,LoanId,TransactionType,PaymentMode,TransactionAmount,NPA
448116,#!!?**,Disbursement,CASH,11870.00,True
448120,#!!?*+,Disbursement,ADJUST OUT,118850.00,True
448120,#!!?*+,Disbursement,CASH,118850.00,True
448120,#!!?*+,Disbursement,BANK,118850.00,True
448122,#!!?*=,Disbursement,ADJUST OUT,56000.00,True
448122,#!!?*=,Disbursement,CASH,56000.00,True
448125,#!!?*?,Disbursement,CASH,3980.00,True
448126,#!!?*!,Disbursement,ADJUST OUT,12520.00,True
448130,#!!?+@,Disbursement,ADJUST OUT,15000.00,True
448133,#!!?+%,Disbursement,ADJUST OUT,51430.00,True
448133,#!!?+%,Disbursement,CASH,51430.00,True
448134,#!!?+&,Disbursement,ADJUST OUT,55930.00,True
448138,#!!?++,Disbursement,ADJUST OUT,13370.00,True
448138,#!!?++,Disbursement,CASH,13370.00,True
448144,#!!?=@,Disbursement,ADJUST OUT,11983.00,True
448164,#!!?==,Disbursement,ADJUST OUT,37000.00,True
448164,#!!?==,Disbursement,CASH,37000.00,True
448166,#!!?=?,Disbursement,ADJUST OUT,44000.00,True
448166,#!!?=?,Disbursement,CASH,44000.00,True
448198,#!!???,Disbursement,ADJUST OUT,130350.00,True
448198,#!!???,Disbursement,BANK,130350.00,True
448214,#!!?!$,Disbursement,ADJUST OUT,185300.00,True
448217,#!!?!&,Disbursement,ADJUST OUT,185300.00,True
448218,#!!?!*,Disbursement,CASH,19970.00,True
448228,#!!?!=,Disbursement,ADJUST OUT,65000.00,True
448228,#!!?!=,Disbursement,CASH,65000.00,True
448236,#!!?!!,Disbursement,ADJUST OUT,24000.00,True
448240,#!!!@$,Disbursement,CASH,7000.00,True
448254,#!!!@*,Disbursement,ADJUST OUT,25183.00,True
448257,#!!!@=,Disbursement,CASH,20000.00,True
448260,#!!!#@,Disbursement,CASH,50000.00,True
448260,#!!!#@,Disbursement,BANK,50000.00,True
448262,#!!!##,Disbursement,CASH,10000.00,True
448265,#!!!#$,Disbursement,ADJUST OUT,65000.00,True
448265,#!!!#$,Disbursement,CASH,65000.00,True
448266,#!!!#%,Disbursement,ADJUST OUT,12000.00,True
448290,#!!!$@,Disbursement,CASH,15000.00,True
448295,#!!!$#,Disbursement,BANK,24950.00,True
448295,#!!!$#,Disbursement,CASH,24950.00,True
448303,#!!!$$,Disbursement,CASH,14970.00,True
448308,#!!!$*,Disbursement,ADJUST OUT,188000.00,True
448308,#!!!$*,Disbursement,BANK,188000.00,True
448310,#!!!$=,Disbursement,BANK,27000.00,True
448321,#!!!%$,Disbursement,CASH,19000.00,True
448329,#!!!%+,Disbursement,ADJUST OUT,46950.00,True
448329,#!!!%+,Disbursement,CASH,46950.00,True
448332,#!!!%?,Disbursement,ADJUST OUT,102350.00,True
448332,#!!!%?,Disbursement,CASH,102350.00,True
448349,#!!!&@,Disbursement,ADJUST OUT,7388.00,True
448353,#!!!&%,Disbursement,ADJUST OUT,47213.00,True
448356,#!!!&&,Disbursement,ADJUST OUT,35377.00,True
448357,#!!!&*,Disbursement,ADJUST OUT,47672.00,True
448384,#!!@*#,Topup,CASH,40000.00,True
448384,#!!@*#,Topup,BANK,40000.00,True
448387,#!!!*#,Disbursement,ADJUST OUT,31000.00,True
448393,#!!!*$,Disbursement,ADJUST OUT,51730.00,True
448393,#!!!*$,Disbursement,CASH,51730.00,True
448399,#!!!*&,Disbursement,ADJUST OUT,32122.00,True
448399,#!!!*&,Disbursement,CASH,32122.00,True
448401,#!!!*+,Disbursement,ADJUST OUT,57000.00,True
448401,#!!!*+,Disbursement,CASH,57000.00,True
448403,#!!!*?,Disbursement,ADJUST OUT,6004.00,True
448414,#!!!+#,Disbursement,CASH,20000.00,True
448424,#!!!+&,Disbursement,ADJUST OUT,13400.00,True
448431,#!!!+*,Disbursement,CASH,10000.00,True
448432,#!!!++,Disbursement,CASH,9000.00,True
448433,#!!!+=,Disbursement,CASH,10000.00,True
448438,#!!!=@,Disbursement,ADJUST OUT,50000.00,True
448438,#!!!=@,Disbursement,CASH,50000.00,True
448441,#!!!=$,Disbursement,ADJUST OUT,17000.00,True
448451,#!!!=&,Disbursement,ADJUST OUT,87930.00,True
448457,#!!!=+,Disbursement,ADJUST OUT,32000.00,True
448460,#!!!==,Disbursement,ADJUST OUT,24000.00,True
448460,#!!!==,Disbursement,CASH,24000.00,True
448462,#!!!=?,Disbursement,CASH,11000.00,True
448489,#!!!?&,Disbursement,CASH,49930.00,True
448489,#!!!?&,Disbursement,BANK,49930.00,True
448495,#!!!?*,Disbursement,CASH,23970.00,True
448495,#!!!?*,Disbursement,BANK,23970.00,True
448505,#!!!?=,Disbursement,ADJUST OUT,147708.00,True
448509,#!!!??,Disbursement,CASH,19970.00,True
448510,#!?&#%,Repayment,CASH,8000.00,True
448511,#!!!?!,Disbursement,CASH,8500.00,True
448514,#!!!!@,Disbursement,CASH,15500.00,True
448516,#!!!!#,Disbursement,CASH,36000.00,True
448516,#!!!!#,Disbursement,BANK,36000.00,True
448523,#!!!!&,Disbursement,BANK,19000.00,True
448524,#!!!!*,Disbursement,BANK,19000.00,True
448527,#!!!!=,Disbursement,CASH,15000.00,True
448528,#!!!!?,Disbursement,CASH,20000.00,True
448529,#!!!!!,Disbursement,CASH,18000.00,True
448530,$@@@@@,Disbursement,CASH,9000.00,True
448531,$@@@@#,Disbursement,ADJUST OUT,36000.00,True
448531,$@@@@#,Disbursement,CASH,36000.00,True
448532,$@@@@$,Disbursement,ADJUST OUT,105000.00,True
448533,$@@@@%,Disbursement,ADJUST OUT,42000.00,True
448550,$@@@@+,Disbursement,CASH,86930.00,True
448550,$@@@@+,Disbursement,ADJUST OUT,86930.00,True
448560,$@@@@=,Disbursement,ADJUST OUT,62930.00,True
448560,$@@@@=,Disbursement,CASH,62930.00,True
448565,$@@@#@,Disbursement,ADJUST OUT,50000.00,True
448565,$@@@#@,Disbursement,CASH,50000.00,True
448567,$@@@##,Disbursement,CASH,10000.00,True
448570,$@@@#%,Disbursement,ADJUST OUT,130000.00,True
448571,$@@@#&,Disbursement,CASH,24950.00,True
448571,$@@@#&,Disbursement,BANK,24950.00,True
448572,$@@@#*,Disbursement,CASH,18000.00,True
448574,$@@@#=,Disbursement,BANK,43450.00,True
448575,$@@@#?,Disbursement,ADJUST OUT,30000.00,True
448576,$@@@#!,Disbursement,CASH,11000.00,True
448579,$@@@$#,Disbursement,BANK,85000.00,True
448580,$@@@$$,Disbursement,BANK,44950.00,True
448583,$@@@$*,Disbursement,ADJUST OUT,16679.00,True
448583,$@@@$*,Disbursement,CASH,16679.00,True
448585,$@@@$+,Disbursement,ADJUST OUT,25389.00,True
448585,$@@@$+,Disbursement,CASH,25389.00,True
448586,#!!+=?,Repayment,CASH,5000.00,True
448589,$@@@$=,Disbursement,ADJUST OUT,24207.00,True
448589,$@@@$=,Disbursement,CASH,24207.00,True
448590,$@@@$?,Disbursement,ADJUST OUT,26450.00,True
448604,$@@@%@,Disbursement,ADJUST OUT,49930.00,True
448607,$@@@%#,Disbursement,CASH,20000.00,True
448609,$@@@%%,Disbursement,CASH,10000.00,True
448611,$@@@%*,Disbursement,ADJUST OUT,52000.00,True
448616,$@@@%?,Disbursement,ADJUST OUT,55000.00,True
448618,$@@@%!,Disbursement,CASH,124500.00,True
448618,$@@@%!,Disbursement,BANK,124500.00,True
448622,$@@@&@,Disbursement,ADJUST OUT,45000.00,True
448622,$@@@&@,Disbursement,CASH,45000.00,True
448623,$@@@&#,Disbursement,BANK,317400.00,True
448624,$@@@&$,Disbursement,BANK,130600.00,True
448627,$@@@&&,Disbursement,CASH,49930.00,True
448627,$@@@&&,Disbursement,BANK,49930.00,True
448630,$@@@&=,Disbursement,ADJUST OUT,25450.00,True
448630,$@@@&=,Disbursement,CASH,25450.00,True
448634,$@@@*@,Disbursement,ADJUST OUT,31450.00,True
448634,$@@@*@,Disbursement,CASH,31450.00,True
448646,$@@@*#,Disbursement,ADJUST OUT,101300.00,True
448646,$@@@*#,Disbursement,BANK,101300.00,True
448649,$@@@*$,Disbursement,CASH,20000.00,True
448652,$@@@*%,Disbursement,ADJUST OUT,8470.00,True
448652,$@@@*%,Disbursement,CASH,8470.00,True
448653,$@@@*&,Disbursement,ADJUST OUT,34950.00,True
448653,$@@@*&,Disbursement,CASH,34950.00,True
448653,$@@@*&,Disbursement,BANK,34950.00,True
448662,$@@@*=,Disbursement,CASH,19800.00,True
448668,$@@@*!,Disbursement,CASH,20000.00,True
448680,$@@@+#,Disbursement,ADJUST OUT,119850.00,True
448681,$@@@+$,Disbursement,CASH,100000.00,True
448681,$@@@+$,Disbursement,BANK,100000.00,True
448683,$@@@+%,Disbursement,ADJUST OUT,178000.00,True
448683,$@@@+%,Disbursement,BANK,178000.00,True
448696,$@@@=@,Disbursement,ADJUST OUT,562000.00,True
448699,$@@@=%,Disbursement,CASH,11970.00,True
448705,$@@@=+,Disbursement,ADJUST OUT,25000.00,True
448705,$@@@=+,Disbursement,CASH,25000.00,True
448709,$@@@=?,Disbursement,ADJUST OUT,104350.00,True
448709,$@@@=?,Disbursement,CASH,104350.00,True
448711,$@@@=!,Disbursement,BANK,56930.00,True
448712,$@@@?@,Disbursement,ADJUST OUT,28000.00,True
448712,$@@@?@,Disbursement,CASH,28000.00,True
448717,$@@@?#,Disbursement,CASH,10000.00,True
448720,$@@@?$,Disbursement,CASH,10000.00,True
448721,$@@@?%,Disbursement,ADJUST OUT,85000.00,True
448721,$@@@?%,Disbursement,CASH,85000.00,True
448742,$@@@?+,Disbursement,CASH,50000.00,True
448742,$@@@?+,Disbursement,BANK,50000.00,True
448750,$@@@??,Disbursement,CASH,10000.00,True
448760,$@@@!#,Disbursement,CASH,10000.00,True
448761,$@@@!$,Disbursement,CASH,150000.00,True
448761,$@@@!$,Disbursement,BANK,150000.00,True
448763,$@@@!%,Disbursement,CASH,10000.00,True
448765,$@@@!*,Disbursement,CASH,10000.00,True
448766,$@@@!+,Disbursement,CASH,12000.00,True
448767,$@@@!=,Disbursement,ADJUST OUT,25000.00,True
448767,$@@@!=,Disbursement,CASH,25000.00,True
448769,$@@@!?,Disbursement,CASH,8500.00,True
448776,$@@#@@,Disbursement,ADJUST OUT,61000.00,True
448776,$@@#@@,Disbursement,CASH,61000.00,True
448778,$@@#@$,Disbursement,ADJUST OUT,16000.00,True
448779,$@@#@%,Disbursement,ADJUST OUT,16000.00,True
448779,$@@#@%,Disbursement,CASH,16000.00,True
448781,$@@#@&,Disbursement,CASH,5500.00,True
448784,$@@#@*,Disbursement,CASH,9000.00,True
448791,$@@##@,Disbursement,CASH,9970.00,True
448793,$@@###,Disbursement,CASH,254850.00,True
448793,$@@###,Disbursement,BANK,254850.00,True
448799,$@@##*,Disbursement,ADJUST OUT,10500.00,True
448802,$@@##=,Disbursement,ADJUST OUT,23500.00,True
448805,$@@##!,Disbursement,ADJUST OUT,324800.00,True
448805,$@@##!,Disbursement,BANK,324800.00,True
448815,$@@#$$,Disbursement,ADJUST OUT,116850.00,True
448826,$@@#$*,Disbursement,ADJUST OUT,12500.00,True
448842,$@@#$+,Disbursement,BANK,18000.00,True
448850,$@@#$!,Disbursement,ADJUST OUT,10000.00,True
448859,$@@#%$,Disbursement,ADJUST OUT,71000.00,True
448859,$@@#%$,Disbursement,CASH,71000.00,True
448886,#!?%%=,Topup,CASH,4535.00,True
448890,$@@#%=,Disbursement,CASH,40000.00,True
448890,$@@#%=,Disbursement,BANK,40000.00,True
448903,$@@#&#,Disbursement,CASH,74930.00,True
448903,$@@#&#,Disbursement,BANK,74930.00,True
448910,$@@#&&,Disbursement,CASH,4970.00,True
448917,#!!&#&,Topup,CASH,2500.00,True
448922,$@@#&+,Disbursement,ADJUST OUT,25187.00,True
448922,$@@#&+,Disbursement,CASH,25187.00,True
448924,$@@#&=,Disbursement,ADJUST OUT,37436.00,True
448930,$@@#&!,Disbursement,ADJUST OUT,21093.00,True
448932,$@@#*@,Disbursement,ADJUST OUT,8685.00,True
448934,$@@#*#,Disbursement,BANK,30000.00,True
448939,$@@#*%,Disbursement,ADJUST OUT,44455.00,True
448943,$@@#*&,Disbursement,ADJUST OUT,17871.00,True
448945,$@@#**,Disbursement,ADJUST OUT,9841.00,True
448950,$@@#*=,Disbursement,CASH,20000.00,True
448953,$@@#*?,Disbursement,BANK,95000.00,True
448954,$@@#*!,Disbursement,CASH,46000.00,True
448954,$@@#*!,Disbursement,BANK,46000.00,True
448957,$@@#+@,Disbursement,ADJUST OUT,8541.00,True
448959,$@@#+#,Disbursement,ADJUST OUT,42663.00,True
448962,$@@#+$,Disbursement,ADJUST OUT,16473.00,True
448965,$@@#+%,Disbursement,ADJUST OUT,12095.00,True
448969,$@@#+*,Disbursement,ADJUST OUT,15600.00,True
448971,$@@#++,Disbursement,ADJUST OUT,13848.00,True
448976,$@@#+?,Disbursement,ADJUST OUT,25000.00,True
448983,$@@#=$,Disbursement,BANK,54000.00,True
448990,$@@#=&,Disbursement,BANK,79930.00,True
448990,$@@#=&,Disbursement,CASH,79930.00,True
448992,$@@#=*,Disbursement,CASH,19970.00,True
448995,$@@#==,Disbursement,ADJUST OUT,24983.00,True
448996,$@@#=?,Disbursement,ADJUST OUT,44441.00,True
449006,$@@#=!,Disbursement,ADJUST OUT,37950.00,True
449007,$@@#?@,Disbursement,CASH,7000.00,True
449009,$@@#?#,Disbursement,ADJUST OUT,189850.00,True
449010,$@@#?$,Disbursement,ADJUST OUT,189850.00,True
449015,$@@#?%,Disbursement,ADJUST OUT,189850.00,True
449020,$@@#?&,Disbursement,ADJUST OUT,189850.00,True
449025,$@@#?+,Disbursement,ADJUST OUT,189850.00,True
449029,$@@#?=,Disbursement,ADJUST OUT,228000.00,True
449029,$@@#?=,Disbursement,CASH,228000.00,True
449029,$@@#?=,Disbursement,BANK,228000.00,True
449047,$@@#!#,Disbursement,ADJUST OUT,79162.00,True
449052,$@@#!%,Disbursement,CASH,27950.00,True
449052,$@@#!%,Disbursement,BANK,27950.00,True
449054,$@@#!&,Disbursement,CASH,17000.00,True
449056,$@@#!+,Disbursement,CASH,17000.00,True
449057,$@@#!=,Disbursement,ADJUST OUT,47800.00,True
449059,$@@#!?,Disbursement,CASH,7000.00,True
449068,$@@$@#,Disbursement,CASH,99850.00,True
449068,$@@$@#,Disbursement,BANK,99850.00,True
449070,$@@$@$,Disbursement,CASH,19970.00,True
449073,$@@$@&,Disbursement,CASH,14970.00,True
449075,$@@$@*,Disbursement,CASH,8000.00,True
449077,$@@$@=,Disbursement,CASH,61930.00,True
449077,$@@$@=,Disbursement,BANK,61930.00,True
449079,$@@$@!,Disbursement,ADJUST OUT,17470.00,True
449079,$@@$@!,Disbursement,CASH,17470.00,True
449091,$@@$##,Disbursement,ADJUST OUT,84930.00,True
449098,$@@$#$,Disbursement,BANK,42000.00,True
449100,$@@$#%,Disbursement,CASH,3980.00,True
449113,$@@$#*,Disbursement,ADJUST OUT,57000.00,True
449120,$@@$#=,Disbursement,CASH,9970.00,True
449121,$@@$#?,Disbursement,CASH,24950.00,True
449121,$@@$#?,Disbursement,BANK,24950.00,True
449122,$@@$#!,Disbursement,ADJUST OUT,54000.00,True
449122,$@@$#!,Disbursement,CASH,54000.00,True
449123,$@@$$@,Disbursement,ADJUST OUT,16000.00,True
449129,$@@$$%,Disbursement,ADJUST OUT,57500.00,True
449129,$@@$$%,Disbursement,CASH,57500.00,True
449135,$@@$$*,Disbursement,CASH,14000.00,True
449136,$@@$$+,Disbursement,ADJUST OUT,40000.00,True
449136,$@@$$+,Disbursement,CASH,40000.00,True
449144,$@@$$=,Disbursement,ADJUST OUT,70000.00,True
449147,$@@$%@,Disbursement,ADJUST OUT,67000.00,True
449165,$@@$%&,Disbursement,ADJUST OUT,53000.00,True
449165,$@@$%&,Disbursement,CASH,53000.00,True
449170,$@@$%+,Disbursement,ADJUST OUT,162850.00,True
449172,$@@$%?,Disbursement,ADJUST OUT,23000.00,True
449180,$@@$&@,Disbursement,ADJUST OUT,15000.00,True
449182,$@@$&#,Disbursement,ADJUST OUT,100000.00,True
449183,$@@$&$,Disbursement,ADJUST OUT,10000.00,True
449188,$@@$&&,Disbursement,CASH,34950.00,True
449188,$@@$&&,Disbursement,BANK,34950.00,True
449189,$@@$&*,Disbursement,ADJUST OUT,158000.00,True
449189,$@@$&*,Disbursement,BANK,158000.00,True
449191,$@@$&+,Disbursement,CASH,15000.00,True
449199,$@@$&?,Disbursement,ADJUST OUT,23970.00,True
449199,$@@$&?,Disbursement,CASH,23970.00,True
449201,$@@$&!,Disbursement,CASH,9000.00,True
449202,$@@$*@,Disbursement,CASH,11500.00,True
449205,$@@$*#,Disbursement,CASH,11500.00,True
449208,$@@$*$,Disbursement,CASH,6000.00,True
449209,$@@$*%,Disbursement,CASH,339700.00,True
449209,$@@$*%,Disbursement,ADJUST OUT,339700.00,True
449215,$@@$*&,Disbursement,CASH,29950.00,True
449215,$@@$*&,Disbursement,BANK,29950.00,True
449218,$@@$**,Disbursement,CASH,44950.00,True
449218,$@@$**,Disbursement,BANK,44950.00,True
449219,$@@$*+,Disbursement,CASH,16970.00,True
449221,$@@$*?,Disbursement,ADJUST OUT,24000.00,True
449221,$@@$*?,Disbursement,CASH,24000.00,True
449228,$@@$*!,Disbursement,CASH,11000.00,True
449230,$@@$+#,Disbursement,ADJUST OUT,70000.00,True
449231,$@@$+$,Disbursement,ADJUST OUT,40000.00,True
449231,$@@$+$,Disbursement,CASH,40000.00,True
449242,$@@$+*,Disbursement,ADJUST OUT,34160.00,True
449244,$@@$++,Disbursement,ADJUST OUT,32385.00,True
449250,$@@$+?,Disbursement,ADJUST OUT,172000.00,True
449250,$@@$+?,Disbursement,CASH,172000.00,True
449250,$@@$+?,Disbursement,BANK,172000.00,True
449251,$@@$+!,Disbursement,CASH,10000.00,True
449253,$@@$=@,Disbursement,ADJUST OUT,40000.00,True
449253,$@@$=@,Disbursement,CASH,40000.00,True
449257,$@@$=#,Disbursement,ADJUST OUT,25000.00,True
449257,$@@$=#,Disbursement,CASH,25000.00,True
449258,$@@$=$,Disbursement,ADJUST OUT,40000.00,True
449258,$@@$=$,Disbursement,CASH,40000.00,True
449263,$@@$=%,Disbursement,CASH,19000.00,True
449264,$@@$=&,Disbursement,ADJUST OUT,25000.00,True
449267,$@@$=*,Disbursement,ADJUST OUT,24000.00,True
449267,$@@$=*,Disbursement,CASH,24000.00,True
449273,$@@$=?,Disbursement,ADJUST OUT,18000.00,True
449287,$@@$?#,Disbursement,CASH,34950.00,True
449287,$@@$?#,Disbursement,BANK,34950.00,True
449288,$@@$?$,Disbursement,ADJUST OUT,44950.00,True
449292,$@@$?*,Disbursement,CASH,100000.00,True
449292,$@@$?*,Disbursement,BANK,100000.00,True
449309,$@@$!#,Disbursement,CASH,370000.00,True
449309,$@@$!#,Disbursement,BANK,370000.00,True
449313,$@@$!%,Disbursement,ADJUST OUT,184500.00,True
449313,$@@$!%,Disbursement,CASH,184500.00,True
449313,$@@$!%,Disbursement,BANK,184500.00,True
449314,$@@$!&,Disbursement,CASH,14000.00,True
449315,$@@$!*,Disbursement,CASH,16000.00,True
449316,$@@$!+,Disbursement,ADJUST OUT,32000.00,True
449316,$@@$!+,Disbursement,CASH,32000.00,True
449328,$@@%@#,Disbursement,ADJUST OUT,34950.00,True
449328,$@@%@#,Disbursement,CASH,34950.00,True
449329,$@@%@$,Disbursement,ADJUST OUT,34950.00,True
449329,$@@%@$,Disbursement,CASH,34950.00,True
449331,$@@%@&,Disbursement,CASH,20000.00,True
449333,$@@%@*,Disbursement,CASH,39500.00,True
449333,$@@%@*,Disbursement,BANK,39500.00,True
449351,$@@%@!,Disbursement,CASH,5770.00,True
449352,$@@%#@,Disbursement,CASH,5800.00,True
449356,#!!?!@,Topup,CASH,2700.00,True
449373,$@@%#!,Disbursement,CASH,4970.00,True
449384,$@@%$&,Disbursement,BANK,29950.00,True
449384,$@@%$&,Disbursement,CASH,29950.00,True
449395,$@@%$*,Disbursement,BANK,82500.00,True
449395,$@@%$*,Disbursement,CASH,82500.00,True
449406,$@@%$=,Disbursement,CASH,13000.00,True
449407,$@@%$?,Disbursement,CASH,14000.00,True
449410,$@@%$!,Disbursement,CASH,14000.00,True
449416,$@@%%$,Disbursement,ADJUST OUT,729500.00,True
449417,$@@%%%,Disbursement,CASH,17000.00,True
449418,$@@%%&,Disbursement,CASH,85000.00,True
449418,$@@%%&,Disbursement,BANK,85000.00,True
449420,$@@%%*,Disbursement,CASH,10000.00,True
449425,$@@%%+,Disbursement,CASH,29950.00,True
449425,$@@%%+,Disbursement,BANK,29950.00,True
449427,$@@%%=,Disbursement,BANK,8000.00,True
449429,$@@%%?,Disbursement,BANK,8000.00,True
449433,$@@#&@,Topup,CASH,4000.00,True
449434,$@@%%!,Disbursement,ADJUST OUT,155000.00,True
449434,$@@%%!,Disbursement,CASH,155000.00,True
449437,$@@%&#,Disbursement,ADJUST OUT,154850.00,True
449437,$@@%&#,Disbursement,CASH,154850.00,True
449440,$@@%&%,Disbursement,CASH,50930.00,True
449440,$@@%&%,Disbursement,BANK,50930.00,True
449442,$@@%&&,Disbursement,CASH,30000.00,True
449442,$@@%&&,Disbursement,BANK,30000.00,True
449447,$@@%&+,Disbursement,CASH,20000.00,True
449450,$@@%&=,Disbursement,ADJUST OUT,218850.00,True
449450,$@@%&=,Disbursement,CASH,218850.00,True
449452,$@@%&!,Disbursement,ADJUST OUT,36000.00,True
449453,$@@%*@,Disbursement,CASH,15000.00,True
449455,$@@%*#,Disbursement,CASH,10000.00,True
449456,$@@%*$,Disbursement,BANK,319700.00,True
449462,$@@%*%,Disbursement,CASH,9000.00,True
449465,$@@%**,Disbursement,CASH,10000.00,True
449468,$@@%*=,Disbursement,CASH,9000.00,True
449470,$@@%*?,Disbursement,CASH,6000.00,True
449471,$@@%*!,Disbursement,BANK,34950.00,True
449475,$@@%+$,Disbursement,CASH,7000.00,True
449477,$@@%+%,Disbursement,CASH,7000.00,True
449489,$@@%+&,Disbursement,ADJUST OUT,10000.00,True
449492,$@@%+*,Disbursement,BANK,13000.00,True
449493,$@@%++,Disbursement,CASH,7000.00,True
449496,$@@%+=,Disbursement,BANK,129850.00,True
449509,$@@%+?,Disbursement,ADJUST OUT,42266.00,True
449513,$@@%=@,Disbursement,CASH,59930.00,True
449513,$@@%=@,Disbursement,BANK,59930.00,True
449514,$@@%=#,Disbursement,BANK,62000.00,True
449515,$@@%=$,Disbursement,BANK,63500.00,True
449521,$@@%=&,Disbursement,BANK,11500.00,True
449522,$@@%=*,Disbursement,ADJUST OUT,41950.00,True
449524,$@@%&*,Topup,CASH,15017.00,True
449529,$@@%==,Disbursement,ADJUST OUT,65430.00,True
449529,$@@%==,Disbursement,CASH,65430.00,True
449530,$@@%=?,Disbursement,CASH,164950.00,True
449530,$@@%=?,Disbursement,BANK,164950.00,True
449534,$@@%?@,Disbursement,ADJUST OUT,23470.00,True
449534,$@@%?@,Disbursement,CASH,23470.00,True
449536,$@@%?$,Disbursement,ADJUST OUT,18000.00,True
449542,$@@$?&,Topup,CASH,10000.00,True
449548,#!?%!=,Topup,CASH,2000.00,True
449549,$@@%?&,Disbursement,ADJUST OUT,20202.00,True
449551,$@@%?*,Disbursement,CASH,4970.00,True
449553,$@@%?+,Disbursement,ADJUST OUT,17676.00,True
449554,$@@%?=,Disbursement,CASH,45000.00,True
449554,$@@%?=,Disbursement,BANK,45000.00,True
449556,$@@%?!,Disbursement,CASH,10000.00,True
449570,$@@%!@,Disbursement,ADJUST OUT,13245.00,True
449583,$@@%!%,Disbursement,CASH,79930.00,True
449583,$@@%!%,Disbursement,BANK,79930.00,True
449584,$@@%!&,Disbursement,CASH,19000.00,True
449585,$@@%!*,Disbursement,CASH,16500.00,True
449586,$@@%!+,Disbursement,CASH,16000.00,True
449588,#!?!$&,Topup,CASH,20000.00,True
449599,$@@&@@,Disbursement,BANK,175000.00,True
449599,$@@&@@,Disbursement,CASH,175000.00,True
449615,$@@&@+,Disbursement,ADJUST OUT,70000.00,True
449615,$@@&@+,Disbursement,CASH,70000.00,True
449618,$@@&@=,Disbursement,CASH,11070.00,True
449620,$@@&@?,Disbursement,ADJUST OUT,284850.00,True
449620,$@@&@?,Disbursement,CASH,284850.00,True
449631,$@@&#$,Disbursement,CASH,8000.00,True
449632,$@@&#%,Disbursement,CASH,8000.00,True
449635,$@@&#+,Disbursement,ADJUST OUT,31500.00,True
449642,$@@&$@,Disbursement,ADJUST OUT,66000.00,True
449644,$@@&$#,Disbursement,ADJUST OUT,55000.00,True
449644,$@@&$#,Disbursement,CASH,55000.00,True
449645,$@@&$$,Disbursement,ADJUST OUT,59000.00,True
449646,$@@&$%,Disbursement,ADJUST OUT,60000.00,True
449649,$@@&$*,Disbursement,ADJUST OUT,17577.00,True
449652,$@@&$+,Disbursement,ADJUST OUT,57000.00,True
449660,$@@&%@,Disbursement,ADJUST OUT,50000.00,True
449660,$@@&%@,Disbursement,CASH,50000.00,True
449663,$@@&%$,Disbursement,ADJUST OUT,47000.00,True
449665,$@@&%%,Disbursement,ADJUST OUT,23732.00,True
449669,$@@&%+,Disbursement,CASH,10000.00,True
449670,$@@&%=,Disbursement,ADJUST OUT,8731.00,True
449671,$@@&%?,Disbursement,CASH,9000.00,True
449685,$@@&&$,Disbursement,BANK,99850.00,True
449690,$@@$#&,Topup,CASH,10047.00,True
449711,$@@&*@,Disbursement,ADJUST OUT,13000.00,True
449711,$@@&*@,Disbursement,CASH,13000.00,True
449712,$@@&*#,Disbursement,ADJUST OUT,58000.00,True
449712,$@@&*#,Disbursement,CASH,58000.00,True
449717,$@@&*%,Disbursement,ADJUST OUT,50000.00,True
449720,$@@&*&,Disbursement,BANK,49930.00,True
449731,$@@&*!,Disbursement,CASH,19970.00,True
449732,$@@&+@,Disbursement,CASH,9970.00,True
449736,$@@&+#,Disbursement,CASH,29950.00,True
449736,$@@&+#,Disbursement,BANK,29950.00,True
449737,$@@&+$,Disbursement,BANK,100000.00,True
449740,$@@&+&,Disbursement,CASH,179450.00,True
449740,$@@&+&,Disbursement,BANK,179450.00,True
449743,$@@&++,Disbursement,CASH,42000.00,True
449743,$@@&++,Disbursement,BANK,42000.00,True
449744,$@@&+=,Disbursement,ADJUST OUT,24950.00,True
449744,$@@&+=,Disbursement,CASH,24950.00,True
449748,$@@&+?,Disbursement,ADJUST OUT,100430.00,True
449748,$@@&+?,Disbursement,BANK,100430.00,True
449752,$@@&=@,Disbursement,CASH,42850.00,True
449752,$@@&=@,Disbursement,BANK,42850.00,True
449757,$@@&=$,Disbursement,CASH,71930.00,True
449757,$@@&=$,Disbursement,BANK,71930.00,True
449766,$@@&=*,Disbursement,CASH,9870.00,True
449767,$@@&=+,Disbursement,ADJUST OUT,45258.00,True
449768,$@@&==,Disbursement,CASH,74930.00,True
449768,$@@&==,Disbursement,BANK,74930.00,True
449771,$@@@*?,Topup,CASH,6033.00,True
449776,$@@&?@,Disbursement,CASH,99730.00,True
449776,$@@&?@,Disbursement,BANK,99730.00,True
449794,$@@&?+,Disbursement,CASH,30000.00,True
449794,$@@&?+,Disbursement,BANK,30000.00,True
449798,$@@&?=,Disbursement,CASH,40000.00,True
449798,$@@&?=,Disbursement,BANK,40000.00,True
449801,$@@&??,Disbursement,BANK,24950.00,True
449807,$@@&!#,Disbursement,ADJUST OUT,10194.00,True
449811,$@@&!$,Disbursement,ADJUST OUT,19597.00,True
449813,$@@&!&,Disbursement,CASH,188050.00,True
449813,$@@&!&,Disbursement,BANK,188050.00,True
449814,$@@&!*,Disbursement,CASH,422200.00,True
449814,$@@&!*,Disbursement,BANK,422200.00,True
449814,$@@&!*,Disbursement,BANK,422200.00,True
